,arch_type,seed,base,variant_name,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,val_doc_entropy,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,test_doc_entropy,dropout_rate,embedding_type,max_length,head_num,calculate_entropy,with_gru,run_id
108,PretrainedBaseline,25,0,,0.981335,0.712287,0.707954,0.749796,0.712287,,0.978909,0.708952,0.70431,0.745689,0.708952,,0.2,distilbert-base-uncased,100,,,,News26/keep_all/PretrainedBaseline
109,PretrainedBaseline,2021,0,,0.983616,0.711341,0.702345,0.739517,0.711341,,0.980557,0.710744,0.702212,0.739398,0.710744,,0.2,distilbert-base-uncased,100,,,,News26/keep_all/PretrainedBaseline
110,PretrainedBaseline,2020,0,,0.976243,0.710146,0.70329,0.742374,0.710146,,0.968507,0.711889,0.705756,0.745772,0.711889,,0.2,distilbert-base-uncased,100,,,,News26/keep_all/PretrainedBaseline
111,PretrainedBaseline,42,0,,0.97691,0.712785,0.704355,0.740392,0.712785,,0.970578,0.713482,0.706895,0.744812,0.713482,,0.2,distilbert-base-uncased,100,,,,News26/keep_all/PretrainedBaseline
112,PretrainedBaseline,4,0,,0.979361,0.711242,0.703029,0.740539,0.711242,,0.972872,0.710744,0.703405,0.740435,0.710744,,0.2,bert-base-uncased,100,,,,News26/keep_all/PretrainedBaseline
113,PretrainedBaseline,25,0,,0.97569,0.713283,0.702141,0.735494,0.713283,,0.970908,0.710694,0.70137,0.737653,0.710694,,0.2,bert-base-uncased,100,,,,News26/keep_all/PretrainedBaseline
114,PretrainedBaseline,2021,0,,0.990065,0.708802,0.701119,0.7369,0.708802,,0.981748,0.708553,0.700868,0.739832,0.708553,,0.2,bert-base-uncased,100,,,,News26/keep_all/PretrainedBaseline
115,PretrainedBaseline,2020,0,,0.984361,0.709599,0.697309,0.729695,0.709599,,0.98098,0.708155,0.696078,0.730913,0.708155,,0.2,bert-base-uncased,100,,,,News26/keep_all/PretrainedBaseline
116,PretrainedBaseline,42,0,,0.977203,0.710545,0.700467,0.736141,0.710545,,0.968888,0.708205,0.697981,0.732455,0.708205,,0.2,bert-base-uncased,100,,,,News26/keep_all/PretrainedBaseline
117,PretrainedBaseline,4,0,,0.978308,0.715125,0.706638,0.744457,0.715125,,0.990433,0.711988,0.703757,0.740182,0.711988,,0.2,roberta-base,100,,,,News26/keep_all/PretrainedBaseline
118,PretrainedBaseline,25,0,,0.974673,0.71622,0.704672,0.739324,0.71622,,0.990153,0.710097,0.700672,0.737528,0.710097,,0.2,roberta-base,100,,,,News26/keep_all/PretrainedBaseline
119,PretrainedBaseline,2021,0,,0.985879,0.709449,0.702696,0.741383,0.709449,,0.991088,0.708802,0.703391,0.744624,0.708802,,0.2,roberta-base,100,,,,News26/keep_all/PretrainedBaseline
120,PretrainedBaseline,2020,0,,0.97851,0.712536,0.708087,0.750749,0.712536,,0.989407,0.712287,0.709671,0.751732,0.712287,,0.2,roberta-base,100,,,,News26/keep_all/PretrainedBaseline
121,PretrainedBaseline,42,0,,0.963895,0.717863,0.709457,0.746469,0.717863,,0.976387,0.714677,0.707344,0.74518,0.714677,,0.2,roberta-base,100,,,,News26/keep_all/PretrainedBaseline
122,PretrainedBaseline,4,0,,1.189761,0.667281,0.65749,0.700904,0.667281,,1.196045,0.667131,0.660371,0.708128,0.667131,,0.2,roberta-base,100,,,,News26/keep_all/PretrainedBaseline
123,PretrainedBaseline,25,0,,1.167428,0.66733,0.659971,0.703393,0.66733,,1.18206,0.668077,0.660105,0.701893,0.668077,,0.2,roberta-base,100,,,,News26/keep_all/PretrainedBaseline
124,PretrainedBaseline,2021,0,,1.163964,0.672658,0.656266,0.690141,0.672658,,1.181525,0.673006,0.657835,0.693947,0.673006,,0.2,roberta-base,100,,,,News26/keep_all/PretrainedBaseline
125,PretrainedBaseline,2020,0,,1.173193,0.669073,0.656608,0.693513,0.669073,,1.175342,0.670716,0.660031,0.698437,0.670716,,0.2,roberta-base,100,,,,News26/keep_all/PretrainedBaseline
126,PretrainedBaseline,42,0,,1.187903,0.66987,0.656991,0.693371,0.66987,,1.186806,0.668924,0.657751,0.69607,0.668924,,0.2,roberta-base,100,,,,News26/keep_all/PretrainedBaseline
127,BiAttentionClassifyModel,4,0,base,0.940206,0.722493,0.715032,0.753564,0.722493,2.28447,0.934132,0.724435,0.716886,0.75356,0.724435,2.280799,0.2,distilbert-base-uncased,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
128,BiAttentionClassifyModel,25,0,base,0.935887,0.726825,0.720367,0.75706,0.726825,2.278862,0.924281,0.729015,0.723033,0.760239,0.729015,2.276328,0.2,distilbert-base-uncased,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
129,BiAttentionClassifyModel,2021,0,base,0.942682,0.724883,0.720362,0.760687,0.724883,2.240112,0.937191,0.722892,0.717626,0.758736,0.722892,2.238545,0.2,distilbert-base-uncased,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
130,BiAttentionClassifyModel,2020,0,base,0.949554,0.719407,0.71083,0.747754,0.719407,2.240763,0.945725,0.720253,0.709604,0.745145,0.720253,2.23783,0.2,distilbert-base-uncased,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
131,BiAttentionClassifyModel,42,0,base,0.943429,0.726327,0.71839,0.753902,0.726327,2.253209,0.930922,0.729364,0.722962,0.760501,0.729364,2.248575,0.2,distilbert-base-uncased,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
132,BiAttentionClassifyModel,4,0,base,1.164098,0.671064,0.666017,0.711499,0.671064,3.158439,1.161271,0.668625,0.664275,0.710833,0.668625,3.163099,0.2,distilbert-base-uncased,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
133,BiAttentionClassifyModel,25,0,base,1.154066,0.676392,0.662834,0.697995,0.676392,3.396127,1.147091,0.676989,0.664517,0.702498,0.676989,3.400565,0.2,distilbert-base-uncased,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
134,BiAttentionClassifyModel,2021,0,base,1.166829,0.671612,0.657673,0.696423,0.671612,3.206576,1.171476,0.667281,0.651933,0.689591,0.667281,3.211433,0.2,distilbert-base-uncased,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
135,BiAttentionClassifyModel,2020,0,base,1.154556,0.674002,0.659436,0.694019,0.674002,3.360762,1.155807,0.66982,0.652832,0.68597,0.66982,3.36467,0.2,distilbert-base-uncased,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
136,BiAttentionClassifyModel,42,0,base,1.161998,0.671961,0.652808,0.684397,0.671961,3.437297,1.164208,0.669621,0.651121,0.682946,0.669621,3.441514,0.2,distilbert-base-uncased,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
137,BiAttentionClassifyModel,4,0,base,1.095036,0.686896,0.679426,0.718799,0.686896,2.141958,1.097671,0.685353,0.675791,0.713423,0.685353,2.145856,0.2,glove,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
138,BiAttentionClassifyModel,25,0,base,1.071734,0.693418,0.683701,0.72099,0.693418,2.190083,1.069979,0.689336,0.679032,0.716108,0.689336,2.19436,0.2,glove,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
139,BiAttentionClassifyModel,2021,0,base,1.06951,0.689286,0.673292,0.704441,0.689286,2.250675,1.072965,0.688987,0.67338,0.705617,0.688987,2.25298,0.2,glove,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
140,BiAttentionClassifyModel,2020,0,base,1.085392,0.684955,0.671375,0.70772,0.684955,2.257441,1.092264,0.685652,0.67228,0.706371,0.685652,2.261451,0.2,glove,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
141,BiAttentionClassifyModel,42,0,base,1.078228,0.686946,0.674308,0.708649,0.686946,2.205826,1.074385,0.692174,0.678101,0.711358,0.692174,2.210521,0.2,glove,100,40.0,1.0,,News26/keep_all/BiAttentionClassifyModel
