,epoch,loss,accuracy,macro_f,precision,recall,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,split,seed,dropout_rate,embedding_type,max_length,arch_type,run_id
76,2,0.997378,0.707461,0.562653,,,1.130113,0.676392,0.527585,,,,,,,,valid,4,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
77,1,1.454994,0.600656,0.438733,,,1.170268,0.667779,0.516386,,,,,,,,valid,4,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
78,3,0.768714,0.765229,0.640183,,,1.170089,0.675097,0.528051,,,,,,,,valid,25,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
79,2,0.968829,0.714133,0.572575,,,1.090408,0.684307,0.538434,,,,,,,,valid,25,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
80,1,1.4014,0.612058,0.450999,,,1.129407,0.674151,0.519442,,,,,,,,valid,25,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
81,3,0.773206,0.763369,0.637312,,,1.198411,0.674002,0.526594,,,,,,,,valid,2021,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
82,2,0.97158,0.712073,0.570356,,,1.113542,0.686,0.534256,,,,,,,,valid,2021,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
83,1,1.401364,0.611523,0.450901,,,1.153954,0.669372,0.51353,,,,,,,,valid,2021,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
84,3,0.75036,0.769505,0.646689,,,1.216084,0.667679,0.51759,,,,,,,,valid,2020,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
85,2,0.948913,0.719068,0.578792,,,1.109675,0.686498,0.533848,,,,,,,,valid,2020,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
86,1,1.365696,0.619003,0.459345,,,1.155049,0.664343,0.504575,,,,,,,,valid,2020,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
87,3,0.765941,0.766051,0.641415,,,1.15946,0.68376,0.53524,,,,,,,,valid,42,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
88,2,0.958807,0.716093,0.574356,,,1.099432,0.688788,0.541321,,,,,,,,valid,42,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
89,1,1.384953,0.615475,0.454954,,,1.169302,0.661804,0.511643,,,,,,,,valid,42,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
