,epoch,loss,accuracy,macro_f,precision,recall,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,split,seed,dropout_rate,embedding_type,max_length,arch_type,run_id
88,1,0.780846,0.740151,0.725859,0.746211,0.740151,0.638473,0.777727,0.775072,0.804353,0.777727,0.628978,0.783326,0.77949,0.807892,0.783326,valid,2021,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
89,3,0.376887,0.868541,0.86662,0.886593,0.868541,0.701454,0.779107,0.779784,0.81018,0.779107,0.686656,0.783709,0.78368,0.813846,0.783709,valid,2020,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
90,2,0.525977,0.819941,0.815631,0.838815,0.819941,0.632713,0.783632,0.784004,0.815982,0.783632,0.626024,0.78555,0.786453,0.816265,0.78555,valid,2020,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
91,1,0.780652,0.740985,0.726837,0.747817,0.740985,0.641644,0.77788,0.7782,0.81196,0.77788,0.633456,0.779184,0.779241,0.809472,0.779184,valid,2020,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
92,3,0.381884,0.868541,0.866196,0.88563,0.868541,0.696984,0.774812,0.777453,0.811158,0.774812,0.689213,0.77834,0.781635,0.815555,0.77834,valid,42,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
93,2,0.530171,0.816556,0.812319,0.835844,0.816556,0.634187,0.782712,0.778719,0.806037,0.782712,0.62695,0.786394,0.780787,0.803453,0.786394,valid,42,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
94,1,0.786625,0.739489,0.724906,0.745572,0.739489,0.641561,0.780641,0.775325,0.800589,0.780641,0.639125,0.780565,0.774153,0.798182,0.780565,valid,42,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
95,3,0.543907,0.815156,0.809986,0.833876,0.815156,0.758218,0.760163,0.749262,0.77374,0.760163,0.746618,0.761083,0.750529,0.772754,0.761083,valid,25,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
96,2,0.640358,0.785051,0.777567,0.80318,0.785051,0.719476,0.76231,0.744447,0.759996,0.76231,0.725023,0.763614,0.747001,0.761989,0.763614,valid,25,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
97,1,0.87659,0.717073,0.698086,0.716727,0.717073,0.723553,0.757862,0.757209,0.791645,0.757862,0.720552,0.760163,0.760473,0.793335,0.760163,valid,25,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
98,3,0.559586,0.809941,0.804318,0.827951,0.809941,0.743529,0.769213,0.759579,0.783285,0.769213,0.742843,0.768599,0.760482,0.785663,0.768599,valid,2021,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
99,2,0.655785,0.781388,0.773302,0.797514,0.781388,0.733336,0.760853,0.744931,0.766524,0.760853,0.731027,0.76116,0.746089,0.766665,0.76116,valid,2021,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
100,1,0.901888,0.710793,0.691462,0.710406,0.710793,0.782648,0.739684,0.744658,0.784507,0.739684,0.767966,0.74513,0.74939,0.789292,0.74513,valid,2021,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
101,3,0.588781,0.803105,0.79654,0.820951,0.803105,0.763328,0.759702,0.751905,0.776607,0.759702,0.758852,0.763231,0.755972,0.779955,0.763231,valid,2020,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
102,2,0.685742,0.772634,0.763939,0.788609,0.772634,0.736951,0.763154,0.754447,0.778512,0.763154,0.734822,0.762694,0.755053,0.778816,0.762694,valid,2020,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
