,epoch,loss,accuracy,macro_f,precision,recall,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,split,seed,dropout_rate,embedding_type,max_length,arch_type,run_id
50,1,0.670917,0.807055,0.804896,0.85019,0.807055,0.554341,0.837545,0.837206,0.877528,0.837545,0.53527,0.845545,0.845076,0.883126,0.845545,valid,2021,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
51,5,0.428041,0.874509,0.873639,0.904881,0.874509,0.550806,0.839818,0.839165,0.879245,0.839818,0.531614,0.849818,0.850011,0.889753,0.849818,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
52,4,0.452429,0.867191,0.866721,0.900106,0.867191,0.522665,0.847545,0.84633,0.882491,0.847545,0.500523,0.853091,0.851158,0.885107,0.853091,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
53,3,0.480991,0.859427,0.858585,0.894172,0.859427,0.56169,0.845,0.842965,0.878947,0.845,0.522163,0.854455,0.85296,0.889484,0.854455,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
54,2,0.518367,0.850245,0.849175,0.886626,0.850245,0.518756,0.848909,0.849686,0.886776,0.848909,0.500103,0.855636,0.855532,0.888834,0.855636,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
55,1,0.71135,0.794982,0.792966,0.83962,0.794982,0.569093,0.835,0.834568,0.874413,0.835,0.545451,0.843909,0.844413,0.883135,0.843909,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
56,5,0.433518,0.8718,0.87096,0.902939,0.8718,0.51177,0.859091,0.858332,0.891846,0.859091,0.491837,0.864,0.863559,0.896314,0.864,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
57,4,0.456188,0.866209,0.865138,0.898804,0.866209,0.518877,0.858545,0.856376,0.88964,0.858545,0.491469,0.865,0.862706,0.892837,0.865,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
58,3,0.479006,0.860336,0.859857,0.895377,0.860336,0.568054,0.839909,0.83965,0.88041,0.839909,0.543732,0.845182,0.845646,0.886255,0.845182,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
59,2,0.518156,0.850927,0.850155,0.886902,0.850927,0.540248,0.845636,0.845367,0.883318,0.845636,0.530977,0.850091,0.848561,0.883991,0.850091,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
60,1,0.712084,0.7943,0.791817,0.83872,0.7943,0.625736,0.815273,0.81656,0.867954,0.815273,0.608589,0.818909,0.821253,0.871311,0.818909,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
